Rule,Author,Description,Strings,CVE
IMPLANT_5_v4,US CERT,XTunnel Implant by APT28,$FBKEY3 = { E47B7F110CAA1DA617545567EC972AF3A6E7B4E6807B7981D3CFBD3D8FCC3373 },CVE not found
IMPLANT_5_v4,US CERT,XTunnel Implant by APT28,$FBKEY4 = { 48B284545CA1FA74F64FDBE2E605D68CED8A726D05EBEFD9BAAC164A7949BDC1 },CVE not found
IMPLANT_5_v4,US CERT,XTunnel Implant by APT28,$FBKEY5 = { FB421558E30FCCD95FA7BC45AC92D2991C44072230F6FBEAA211341B5BF2DC56 },CVE not found
IMPLANT_6_v1,US CERT,Sednit / EVILTOSS Implant by APT28,"$STR1 = ""dll.dll"" wide ascii",CVE not found
IMPLANT_6_v1,US CERT,Sednit / EVILTOSS Implant by APT28,"$STR2 = ""Init1"" wide ascii",CVE not found
IMPLANT_6_v1,US CERT,Sednit / EVILTOSS Implant by APT28,"$STR3 = ""netui.dll"" wide ascii",CVE not found
IMPLANT_6_v2,US CERT,Sednit / EVILTOSS Implant by APT28,$obf_func = { 8B 45 F8 6A 07 03 C7 33 D2 89 45 E8 8D 47 01 5B 02 4D 0F F7 F3 6A 07 8A 04 32 33 D2 F6 E9 8A C8 8B C7 F7 F3 8A 44 3E FE 02 45 FC 02 0C 32 B2 03 F6 EA 8A D8 8D 47 FF 33 D2 5F F7 F7 02 5D 14 8B 45 E8 8B 7D F4 C0 E3 06 02 1C 32 32 CB 30 08 8B 4D 14 41 47 83 FF 09 89 4D 14 89 7D F4 72 A1 },CVE not found
IMPLANT_6_v3,US CERT,Sednit / EVILTOSS Implant by APT28,$deob_func = { 8D 46 01 02 D1 83 E0 07 8A 04 38 F6 EA 8B D6 83 E2 07 0A,CVE not found
IMPLANT_6_v4,US CERT,Sednit / EVILTOSS Implant by APT28,$ASM = {53 5? 5? [6-15] ff d? 8b ?? b? a0 86 01 00 [7-13] ff d? ?b,CVE not found
IMPLANT_6_v5,US CERT,Sednit / EVILTOSS Implant by APT28,$STR1 = { 83 EC 18 8B 4C 24 24 B8 AB AA AA AA F7 E1 8B 44 24 20 53 55 8B,CVE not found
IMPLANT_6_v6,US CERT,Sednit / EVILTOSS Implant by APT28,$Init1_fun = {68 10 27 00 00 FF 15 ?? ?? ?? ?? A1 ?? ?? ?? ?? 6A FF 50,CVE not found
IMPLANT_6_v7,US CERT,Sednit / EVILTOSS Implant by APT28,"$STR1 = ""Init1""",CVE not found
IMPLANT_6_v7,US CERT,Sednit / EVILTOSS Implant by APT28,"$OPT1 = ""ServiceMain""",CVE not found
IMPLANT_6_v7,US CERT,Sednit / EVILTOSS Implant by APT28,"$OPT2 = ""netids"" nocase wide ascii",CVE not found
IMPLANT_6_v7,US CERT,Sednit / EVILTOSS Implant by APT28,"$OPT3 = ""netui"" nocase wide ascii",CVE not found
IMPLANT_6_v7,US CERT,Sednit / EVILTOSS Implant by APT28,"$OPT4 = ""svchost.exe"" wide ascii",CVE not found
IMPLANT_6_v7,US CERT,Sednit / EVILTOSS Implant by APT28,"$OPT5 = ""network"" nocase wide ascii",CVE not found
IMPLANT_7_v1,US CERT,Implant 7 by APT29,$STR1 = { 8A 44 0A 03 32 C3 0F B6 C0 66 89 04 4E 41 3B CF 72 EE },CVE not found
IMPLANT_7_v1,US CERT,Implant 7 by APT29,$STR2 = { F3 0F 6F 04 08 66 0F EF C1 F3 0F 7F 04 11 83 C1 10 3B CF 72 EB },CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$DOTNET = ""mscorlib"" ascii",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_URL = ""https://www.google.com/url?sa="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_var_1 = ""&rct="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_var_2 = ""&q=&esrc="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_var_3 = ""&source="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_var_4 = ""&cd="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_var_5 = ""&ved="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_var_6 = ""&url="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_var_7 = ""&ei="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_var_8 = ""&usg="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_var_9 = ""&bvm="" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_value_1 = ""QFj"" wide",CVE not found
IMPLANT_8_v1,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$REF_value_2 = ""bv.81"" wide",CVE not found
IMPLANT_8_v2,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,"$DOTNET = ""mscorlib"" ascii",CVE not found
IMPLANT_8_v2,US CERT,HAMMERTOSS / HammerDuke Implant by APT29,$XOR = {61 20 AA 00 00 00 61},CVE not found
IMPLANT_9_v1,US CERT,Onion Duke Implant by APT29,$STR1 = { 8B 03 8A 54 01 03 32 55 FF 41 88 54 39 FF 3B CE 72 EE },CVE not found
IMPLANT_9_v1,US CERT,Onion Duke Implant by APT29,$STR2 = { 8B C8 83 E1 03 8A 54 19 08 8B 4D 08 32 54 01 04 40 88 54 38 FF,CVE not found
IMPLANT_9_v1,US CERT,Onion Duke Implant by APT29,$STR3 = { 8B 55 F8 8B C8 83 E1 03 8A 4C 11 08 8B 55 FC 32 0C 10 8B 17 88,CVE not found
IMPLANT_10_v1,US CERT,CozyDuke / CozyCar / CozyBear Implant by APT29,$STR1 = {33 ?? 83 F2 ?? 81 E2 FF 00 00 00},CVE not found
IMPLANT_10_v1,US CERT,CozyDuke / CozyCar / CozyBear Implant by APT29,$STR2 = {0F BE 14 01 33 D0 ?? F2 [1-4] 81 E2 FF 00 00 00 66 89 [6] 40 83,CVE not found
IMPLANT_10_v2,US CERT,CozyDuke / CozyCar / CozyBear Implant by APT29,$xor = { 34 ?? 66 33 C1 48 FF C1 },CVE not found
IMPLANT_10_v2,US CERT,CozyDuke / CozyCar / CozyBear Implant by APT29,$nop = { 66 66 66 66 66 66 0f 1f 84 00 00 00 00 00},CVE not found
IMPLANT_11_v12,US CERT,Mini Duke Implant by APT29,$STR1 = {63 74 00 00} // ct,CVE not found
IMPLANT_11_v12,US CERT,Mini Duke Implant by APT29,$STR2 = {72 6F 74 65} // rote,CVE not found
IMPLANT_11_v12,US CERT,Mini Duke Implant by APT29,$STR3 = {75 61 6C 50} // triV,CVE not found
IMPLANT_11_v12,US CERT,Mini Duke Implant by APT29,$STR4 = {56 69 72 74} // Plau,CVE not found
IMPLANT_11_v12,US CERT,Mini Duke Implant by APT29,$STR5 = { e8 00 00 00 00 },CVE not found
IMPLANT_11_v12,US CERT,Mini Duke Implant by APT29,$STR6 = { 64 FF 35 00 00 00 00 },CVE not found
IMPLANT_11_v12,US CERT,Mini Duke Implant by APT29,$STR7 = {D2 C0},CVE not found
IMPLANT_11_v12,US CERT,Mini Duke Implant by APT29,"$STR8 = /\x63\x74\x00\x00.{3,20}\x72\x6F\x74\x65.{3,20}\x75\x61\x6C\x50.{3,20}\x56\x69\x72\x74/",CVE not found
IMPLANT_12_v1,US CERT,Cosmic Duke Implant by APT29,$FUNC = {A1 [3-5] 33 C5 89 [2-3] 56 57 83 [4-6] 64},CVE not found
Unidentified_Malware_Two,US CERT,Unidentified Implant by APT29,"$my_string_one = ""/zapoy/gate.php""",CVE not found
Unidentified_Malware_Two,US CERT,Unidentified Implant by APT29,$my_string_two = { E3 40 FE 45 FD 0F B6 45 FD 0F B6 14 38 88 55 FF 00 55,CVE not found
Unidentified_Malware_Two,US CERT,Unidentified Implant by APT29,"$my_string_three = ""S:\\Lidstone\\renewing\\HA\\disable\\In.pdb""",CVE not found
Unidentified_Malware_Two,US CERT,Unidentified Implant by APT29,$my_string_four = { 8B CF 0F AF CE 8B C6 99 2B C2 8B 55 08 D1 F8 03 C8,CVE not found
Unidentified_Malware_Two,US CERT,Unidentified Implant by APT29,"$my_string_five = ""fuckyou1""",CVE not found
Unidentified_Malware_Two,US CERT,Unidentified Implant by APT29,"$my_string_six = ""xtool.exe""",CVE not found
bin_ndisk,Florian Roth,Hacking Team Disclosure Sample - file ndisk.sys,"$s1 = ""\\Registry\\Machine\\System\\ControlSet00%d\\services\\ndisk.sys"" fullword wide",CVE not found
bin_ndisk,Florian Roth,Hacking Team Disclosure Sample - file ndisk.sys,"$s2 = ""\\Registry\\Machine\\System\\ControlSet00%d\\Enum\\Root\\LEGACY_NDISK.SYS"" fullword wide",CVE not found
bin_ndisk,Florian Roth,Hacking Team Disclosure Sample - file ndisk.sys,"$s3 = ""\\Driver\\DeepFrz"" fullword wide",CVE not found
bin_ndisk,Florian Roth,Hacking Team Disclosure Sample - file ndisk.sys,"$s4 = ""Microsoft Kernel Disk Manager"" fullword wide",CVE not found
bin_ndisk,Florian Roth,Hacking Team Disclosure Sample - file ndisk.sys,"$s5 = ""ndisk.sys"" fullword wide",CVE not found
bin_ndisk,Florian Roth,Hacking Team Disclosure Sample - file ndisk.sys,"$s6 = ""\\Device\\MSH4DEV1"" fullword wide",CVE not found
bin_ndisk,Florian Roth,Hacking Team Disclosure Sample - file ndisk.sys,"$s7 = ""\\DosDevices\\MSH4DEV1"" fullword wide",CVE not found
bin_ndisk,Florian Roth,Hacking Team Disclosure Sample - file ndisk.sys,"$s8 = ""built by: WinDDK"" fullword wide",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s1 = ""\\sysnative\\CI.dll"" fullword ascii",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s2 = ""setx TOR_CONTROL_PASSWORD"" fullword ascii",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s3 = ""mitmproxy0"" fullword ascii",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s4 = ""\\insert_cert.exe"" fullword ascii",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s5 = ""elevator.dll"" fullword ascii",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s6 = ""CRTDLL.DLL"" fullword ascii",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s7 = ""fail adding cert"" fullword ascii",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s8 = ""DownloadingFile"" fullword ascii",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s9 = ""fail adding cert: %s"" fullword ascii",CVE not found
Hackingteam_Elevator_DLL,Florian Roth,Hacking Team Disclosure Sample - file elevator.dll,"$s10 = ""InternetOpenA fail"" fullword ascii",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$x1 = ""CRTDLL.DLL"" fullword ascii",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$x2 = ""\\sysnative\\CI.dll"" fullword ascii",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$x3 = ""\\SystemRoot\\system32\\CI.dll"" fullword ascii",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$x4 = ""C:\\\\Windows\\\\Sysnative\\\\ntoskrnl.exe"" fullword ascii /* PEStudio Blacklist: strings */",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$s1 = ""[*] traversing processes"" fullword ascii /* PEStudio Blacklist: strings */",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$s2 = ""_getkprocess"" fullword ascii /* PEStudio Blacklist: strings */",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$s3 = ""[*] LoaderConfig %p"" fullword ascii /* PEStudio Blacklist: strings */",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$s4 = ""loader.obj"" fullword ascii /* PEStudio Blacklist: strings */",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$s5 = ""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3"" ascii /* PEStudio Blacklist: strings */",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$s6 = ""[*] token restore"" fullword ascii /* PEStudio Blacklist: strings */",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$s7 = ""elevator.obj"" fullword ascii",CVE not found
HackingTeam_Elevator_EXE,Florian Roth,Hacking Team Disclosure Sample - file elevator.exe,"$s8 = ""_getexport"" fullword ascii /* PEStudio Blacklist: strings */",CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,"$filter1 = ""$debug3""",CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,"$filter2 = ""$log2""",CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,"$filter3 = ""error2""",CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,$debug1 = /\- (C)hecking components/ wide ascii,CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,$debug2 = /\- (A)ctivating hiding system/ wide ascii,CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,$debug3 = /(f)ully operational/ wide ascii,CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,$log1 = /\- Browser activity \(FF\)/ wide ascii,CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,$log2 = /\- Browser activity \(IE\)/ wide ascii,CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,$log3 = /\- About to call init routine at %p/ wide ascii,CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,$log4 = /\- Calling init routine at %p/ wide ascii,CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,$error1 = /\[Unable to deploy\]/ wide ascii,CVE not found
RCS_Backdoor,botherder https://github.com/botherder,Hacking Team RCS Backdoor,$error2 = /\[The system is already monitored\]/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,"$filter1 = ""$engine5""",CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,"$filter2 = ""$start4""",CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,"$filter3 = ""$upd2""",CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,"$filter4 = ""$lookma6""",CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$engine1 = /(E)ngine started/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$engine2 = /(R)unning in background/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$engine3 = /(L)ocking doors/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$engine4 = /(R)otors engaged/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$engine5 = /(I)\'m going to start it/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$start1 = /Starting upgrade\!/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$start2 = /(I)\'m going to start the program/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$start3 = /(i)s it ok\?/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$start4 = /(C)lick to start the program/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$upd1 = /(U)pdJob/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$upd2 = /(U)pdTimer/ wide ascii,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$lookma1 = /(O)wning PCI bus/ wide,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$lookma2 = /(F)ormatting bios/ wide,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$lookma3 = /(P)lease insert a disk in drive A:/ wide,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$lookma4 = /(U)pdating CPU microcode/ wide,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,$lookma5 = /(N)ot sure what's happening/ wide,CVE not found
RCS_Scout,botherder https://github.com/botherder,Hacking Team RCS Scout,"$lookma6 = /(L)ook ma, no thread id\! \\\\o\// wide",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$mz = ""MZ""",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$a1 = ""the file uploaded failed !""",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$a2 = ""ping 127.0.0.1""",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$b1 = ""the file downloaded failed !""",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$b2 = ""common.asp""",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$c = ""xweber_server.exe""",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$d = ""action=""",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$debugpath1 = ""d:\\Hellsing\\release\\msger\\"" nocase",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$debugpath2 = ""d:\\hellsing\\sys\\xrat\\"" nocase",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$debugpath3 = ""D:\\Hellsing\\release\\exe\\"" nocase",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$debugpath4 = ""d:\\hellsing\\sys\\xkat\\"" nocase",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$debugpath5 = ""e:\\Hellsing\\release\\clare"" nocase",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$debugpath6 = ""e:\\Hellsing\\release\\irene\\"" nocase",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$debugpath7 = ""d:\\hellsing\\sys\\irene\\"" nocase",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$e = ""msger_server.dll""",CVE not found
apt_hellsing_implantstrings,"Costin Raiu, Kaspersky Lab",detection for Hellsing implants,"$f = ""ServiceMain""",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$mz = ""MZ""",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$cmd = ""cmd.exe /c ping 127.0.0.1 -n 5&cmd.exe /c del /a /f \""%s\""""",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$a1 = ""xweber_install_uac.exe""",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$a2 = ""system32\\cmd.exe"" wide",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$a4 = ""S11SWFOrVwR9UlpWRVZZWAR0U1aoBHFTUl2oU1Y=""",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$a5 = ""S11SWFOrVwR9dnFTUgRUVlNHWVdXBFpTVgRdUlpWRVZZWARdUqhZVlpFR1kEUVNSXahTVgRaU1YEUVNSXahTVl1SWwRZValdVFFZUqgQBF1SWlZFVllYBFRTVqg="" $a6=""7dqm2ODf5N/Y2N/m6+br3dnZpunl44g=""",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$a7 = ""vd/m7OXd2ai/5u7a59rr7Ki45drcqMPl5t/c5dqIZw==""",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$a8 = ""vd/m7OXd2ai/usPl5qjY2uXp69nZqO7l2qjf5u7a59rr7Kjf5tzr2u7n6euo4+Xm39zl2qju5dqo4+Xm39zl2t/m7ajr19vf2OPr39rj5eaZmqbs5OSI Njl2tyI"" $a9=""C:\\Windows\\System32\\sysprep\\sysprep.exe"" wide",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$a10 = ""%SystemRoot%\\system32\\cmd.exe"" wide",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,"$a11 = ""msger_install.dll""",CVE not found
apt_hellsing_installer,"Costin Raiu, Kaspersky Lab",detection for Hellsing xweber/msger installers,$a12 = {00 65 78 2E 64 6C 6C 00},CVE not found
apt_hellsing_proxytool,"Costin Raiu, Kaspersky Lab",detection for Hellsing proxy testing tool,"$mz = ""MZ""",CVE not found
apt_hellsing_proxytool,"Costin Raiu, Kaspersky Lab",detection for Hellsing proxy testing tool,"$a1 = ""PROXY_INFO: automatic proxy url => %s """,CVE not found
apt_hellsing_proxytool,"Costin Raiu, Kaspersky Lab",detection for Hellsing proxy testing tool,"$a2 = ""PROXY_INFO: connection type => %d """,CVE not found
apt_hellsing_proxytool,"Costin Raiu, Kaspersky Lab",detection for Hellsing proxy testing tool,"$a3 = ""PROXY_INFO: proxy server => %s """,CVE not found
apt_hellsing_proxytool,"Costin Raiu, Kaspersky Lab",detection for Hellsing proxy testing tool,"$a4 = ""PROXY_INFO: bypass list => %s """,CVE not found
apt_hellsing_proxytool,"Costin Raiu, Kaspersky Lab",detection for Hellsing proxy testing tool,"$a5 = ""InternetQueryOption failed with GetLastError() %d""",CVE not found
apt_hellsing_proxytool,"Costin Raiu, Kaspersky Lab",detection for Hellsing proxy testing tool,"$a6 = ""D:\\Hellsing\\release\\exe\\exe\\"" nocase",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$mz = ""MZ""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a1 = ""\\Dbgv.sys""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a2 = ""XKAT_BIN""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a3 = ""release sys file error.""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a4 = ""driver_load error. """,CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a5 = ""driver_create error.""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a6 = ""delete file:%s error.""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a7 = ""delete file:%s ok.""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a8 = ""kill pid:%d error.""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a9 = ""kill pid:%d ok.""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a10 = ""-pid-delete""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a11 = ""kill and delete pid:%d error.""",CVE not found
apt_hellsing_xkat,"Costin Raiu, Kaspersky Lab",detection for Hellsing xKat tool,"$a12 = ""kill and delete pid:%d ok.""",CVE not found
apt_hellsing_msgertype2,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger type 2 implants,"$mz = ""MZ""",CVE not found
apt_hellsing_msgertype2,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger type 2 implants,"$a1 = ""%s\\system\\%d.txt""",CVE not found
apt_hellsing_msgertype2,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger type 2 implants,"$a2 = ""_msger""",CVE not found
apt_hellsing_msgertype2,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger type 2 implants,"$a3 = ""http://%s/lib/common.asp?action=user_login&uid=%s&lan=%s&host=%s&os=%s&proxy=%s""",CVE not found
apt_hellsing_msgertype2,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger type 2 implants,"$a4 = ""http://%s/data/%s.1000001000""",CVE not found
apt_hellsing_msgertype2,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger type 2 implants,"$a5 = ""/lib/common.asp?action=user_upload&file=""",CVE not found
apt_hellsing_msgertype2,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger type 2 implants,"$a6 = ""%02X-%02X-%02X-%02X-%02X-%02X""",CVE not found
apt_hellsing_irene,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger irene installer,"$mz = ""MZ""",CVE not found
apt_hellsing_irene,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger irene installer,"$a1 = ""\\Drivers\\usbmgr.tmp"" wide",CVE not found
apt_hellsing_irene,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger irene installer,"$a2 = ""\\Drivers\\usbmgr.sys"" wide",CVE not found
apt_hellsing_irene,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger irene installer,"$a3 = ""common_loadDriver CreateFile error! """,CVE not found
apt_hellsing_irene,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger irene installer,"$a4 = ""common_loadDriver StartService error && GetLastError():%d! """,CVE not found
apt_hellsing_irene,"Costin Raiu, Kaspersky Lab",detection for Hellsing msger irene installer,"$a5 = ""irene"" wide",CVE not found
